Newcastle City Council Invoices over £250 paid in February 2016,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Chief Executive's,CD - Economic Development        ,Capital Expenditure,02-Feb-16,RYDER ARCHITECTURE LIMITED,6798723,Capital,2N401,Capital General,"1,620.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,RYTON TOWERS,6838454,Revenue,1MG20,Residential Care OP,"1,780.00",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,11-Feb-16,S JENNINGS LTD,6807980,Revenue,3KES1,Fleetmaster Stores Account,"14,711.20",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,09-Feb-16,S JENNINGS LTD,6805267,Revenue,3KES1,Fleetmaster Stores Account,"5,451.90",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,08-Feb-16,S JENNINGS LTD,6807976,Revenue,1KESH,Light Workshop Routine Repair,"1,771.92",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,18-Feb-16,S JENNINGS LTD,6811212,Revenue,3KES1,Fleetmaster Stores Account,"13,731.52",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,18-Feb-16,S JENNINGS LTD,6816795,Revenue,3KES1,Fleetmaster Stores Account,"7,564.00",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,15-Feb-16,S JENNINGS LTD,6811201,Revenue,3KES1,Fleetmaster Stores Account,"5,177.16",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,15-Feb-16,S JENNINGS LTD,6811202,Revenue,3KES1,Fleetmaster Stores Account,934.38,
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,03-Feb-16,S JENNINGS LTD,6803036,Revenue,3KES1,Fleetmaster Stores Account,"18,279.36",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,05-Feb-16,S JENNINGS LTD,6803057,Revenue,3KES1,Fleetmaster Stores Account,494.33,
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,10-Feb-16,S JENNINGS LTD,6804320,Revenue,1KESA,Heavy Workshop Routine Repair,"7,059.60",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,10-Feb-16,S JENNINGS LTD,6805269,Revenue,3KES1,Fleetmaster Stores Account,"27,774.20",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,10-Feb-16,S JENNINGS LTD,6805272,Revenue,3KES1,Fleetmaster Stores Account,"3,464.82",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,24-Feb-16,S JENNINGS LTD,6823329,Revenue,3KES1,Fleetmaster Stores Account,"5,216.20",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,02-Feb-16,S JENNINGS LTD,6803030,Revenue,3KES1,Fleetmaster Stores Account,"4,349.80",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,02-Feb-16,S JENNINGS LTD,6803032,Revenue,1KESA,Heavy Workshop Routine Repair,370.37,
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,02-Feb-16,S JENNINGS LTD,6803056,Revenue,3KES1,Fleetmaster Stores Account,609.38,
Environment & Regeneration,Fleet Management System                ,Revenue Income,09-Feb-16,S JENNINGS LTD,6805267,Revenue,4RX01,General Fund,363.46,
Environment & Regeneration,Fleet Management System                ,Revenue Income,15-Feb-16,S JENNINGS LTD,6811201,Revenue,4RX01,General Fund,575.24,
Environment & Regeneration,Fleet Management System                ,Revenue Income,10-Feb-16,S JENNINGS LTD,6805272,Revenue,4RX01,General Fund,384.98,
Environment & Regeneration,Fleet Management System                ,Revenue Income,02-Feb-16,S JENNINGS LTD,6803030,Revenue,4RX01,General Fund,334.60,
Environment & Regeneration,Cityworks City Hall        ,Revenue Expenditure,29-Feb-16,S MARSHALL CREWING,6823201,Revenue,1KL3A,City Hall,600.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,S.E.L.F. LTD 14/15 PARK VIEW,6824864,Revenue,1MK20,Residential Care LD,"93,821.60",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,S.E.L.F. LTD 14/15 PARK VIEW,6824864,Revenue,1MK50,Supported Living LD,"23,455.40",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,09-Feb-16,S.E.L.F. LTD 14/15 PARK VIEW,6824864,Revenue,1MK50,Supported Living LD,"23,455.40",
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,11-Feb-16,SAFE & SURE FIRE PROTECTION LTD,6827820,Revenue,1DR03,Grainger Market,368.16,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,25-Feb-16,SAFE & SURE FIRE PROTECTION LTD,6841558,Revenue,1KEWQ,Sandhills Depot,331.86,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,22-Feb-16,SAFE & SURE FIRE PROTECTION LTD,6835913,Revenue,1MR58,Transport Function,462.90,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,02-Feb-16,SAFE & SURE FIRE PROTECTION LTD,6816708,Revenue,1KL61,Parks R&M,342.96,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,02-Feb-16,SAFE & SURE FIRE PROTECTION LTD,6818089,Revenue,1HP01,Comm. Centres - Citywide,371.58,
HRA,HRA Property Maint         ,Revenue Expenditure,04-Feb-16,SAFE & SURE FIRE PROTECTION LTD,6820941,Revenue,1HR01,HRA Comm Areas-Citywide,474.24,
HRA,HRA Property Maint         ,Revenue Expenditure,15-Feb-16,SAFE & SURE FIRE PROTECTION LTD,6829755,Revenue,1HR01,HRA Comm Areas-Citywide,759.34,
Environment & Regeneration,Cityworks City Hall        ,Revenue Expenditure,24-Feb-16,SAFERSECURITY AGENCY,6819545,Revenue,1KL3A,City Hall,390.00,
Environment & Regeneration,Cityworks City Hall        ,Revenue Income,24-Feb-16,SAFERSECURITY AGENCY,6819545,Revenue,4RX01,General Fund,390.00,
Chief Executive's,CD - SPAM Trading Account        ,Revenue Expenditure,29-Feb-16,SAFETY MANAGEMENT & MONITORING SERV LTD,6844591,Revenue,1DY49,Wards Building/Waygood,804.00,
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,18-Feb-16,SAFETY-KLEEN UK LTD,6814526,Revenue,1KENB,Fleet Workshops OH,330.85,
Chief Executive's,CD - Exchequer Payroll Prep      ,Revenue Expenditure,10-Feb-16,SAP UK LIMITED,6826515,Revenue,1CF00,Payroll,"7,932.00",
Chief Executive's,CD - Exchequer Payroll Prep      ,Revenue Expenditure,01-Feb-16,SAP UK LIMITED,6816361,Revenue,1CF00,Payroll,"70,833.60",
Children's Services,Childrens Services Support       ,Revenue Expenditure,17-Feb-16,SARWAR HAKIM AND NADEEM HAKIM,6832230,Revenue,1MN20,Asy Seekers Families,550.00,
Children's Services,Childrens Services Support       ,Revenue Expenditure,17-Feb-16,SARWAR HAKIM AND NADEEM HAKIM,6832233,Revenue,1MN20,Asy Seekers Families,550.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,SCARBOROUGH COURT NURSING HOME,6824852,Revenue,1MG20,Residential Care OP,454.92,
Adult and Culture,Social Services-Carefirst              ,Revenue Income,09-Feb-16,SCARBOROUGH COURT NURSING HOME,6824852,Revenue,1MG20,Residential Care OP,454.92,
Chief Executive's,CD - IT Mgmt & Networks          ,Capital Expenditure,05-Feb-16,SCC (COMPQ),6803661,Capital,2WW01,Adult And Culture Capital,"604,834.56",
Chief Executive's,CD - IT Mgmt & Networks          ,Capital Expenditure,10-Feb-16,SCC (COMPQ),6826233,Capital,2CITC,IT Services,"40,221.60",
Chief Executive's,CD - IT Mgmt & Networks          ,Revenue Expenditure,09-Feb-16,SCC (COMPQ),6744936,Revenue,1CX50,Technical Refresh,"1,526.40",
Adult and Culture,AS - Westgate AE           ,Revenue Income,11-Feb-16,SCOTSWOOD NATURAL COMMUNITY GARDEN LTD,6825135,Revenue,4RX01,General Fund,"2,962.50",
Environment & Regeneration,Cityworks Parks & C/side   ,Revenue Expenditure,26-Feb-16,SCOTT FENCING LTD,6774981,Revenue,1KL75,Allottments,942.00,
Environment & Regeneration,Cityworks Parks & C/side   ,Revenue Expenditure,23-Feb-16,SCOTT FENCING LTD,6837496,Revenue,1KL6D,General Expenditure - West,501.60,
Environment & Regeneration,Cityworks Parks & C/side   ,Revenue Expenditure,22-Feb-16,SCOTT FENCING LTD,6813385,Revenue,1KL75,Allottments,633.60,
Adult and Culture,Social Services                        ,Revenue Expenditure,03-Feb-16,SCOTTISH BORDERS COUNCIL,6819701,Revenue,1MK20,Residential Care LD,"10,036.80",
Adult and Culture,Social Services                        ,Revenue Expenditure,03-Feb-16,SCOTTISH BORDERS COUNCIL,6819704,Revenue,1MK20,Residential Care LD,"2,268.40",
Adult and Culture,Social Services                        ,Revenue Expenditure,03-Feb-16,SCOTTISH BORDERS COUNCIL,6819708,Revenue,1MK20,Residential Care LD,"8,482.43",
Environment & Regeneration,NS: Repairs & Maintenance  ,Revenue Expenditure,16-Feb-16,SCS LTD,6830249,Revenue,1KR01,Responsive Maintenance,"1,488.00",
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19-Feb-16,SEARCH PROJECT,6834470,Revenue,1MG51,Home Care-Personal OP,"9,656.28",
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,02-Feb-16,SEARCH PROJECT,6818465,Revenue,1KN24,Wingrove Ward,900.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,SEAVIEW CARE HOME,6824952,Revenue,1MH10,Nursing Care PD,"1,496.52",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,09-Feb-16,SEAVIEW CARE HOME,6824952,Revenue,1MH10,Nursing Care PD,"1,496.52",
Environment & Regeneration,CW Security Services             ,Revenue Expenditure,09-Feb-16,SEE NORBAIN,6760166,Revenue,1KJ42,Security Consultancy,"17,769.68",
Environment & Regeneration,CW Security Services             ,Revenue Expenditure,08-Feb-16,SEE NORBAIN,6756338,Revenue,1KJ42,Security Consultancy,"4,807.98",
Environment & Regeneration,CW Security Services             ,Revenue Income,09-Feb-16,SEE NORBAIN,6760166,Revenue,4RX01,General Fund,"2,221.21",
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,12-Feb-16,SEKURA TRADE FRAMES LTD,6828436,Revenue,1KVWC,Minor Works Contracts,"1,101.48",
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,15-Feb-16,SEMITONES,6829668,Revenue,1KN41,East Gosforth Ward,330.00,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,25-Feb-16,SEMITONES,6840648,Revenue,1KN73,South Jesmond Ward,330.00,
Adult and Culture,Adult Serv Occ Therapy     ,Revenue Expenditure,17-Feb-16,SERVICE DIRECT,6832376,Revenue,1MG70,Equipt & Adaptations OP,787.20,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,SEVACARE UK LTD,6838839,Revenue,1MG50,Home Care-Spot Purchased OP,754.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,SEVACARE UK LTD,6838840,Revenue,1MG50,Home Care-Spot Purchased OP,432.10,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,SEVACARE UK LTD,6838841,Revenue,1MG50,Home Care-Spot Purchased OP,263.78,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,SEVACARE UK LTD,6838842,Revenue,1MG50,Home Care-Spot Purchased OP,350.78,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,SEVACARE UK LTD,6838843,Revenue,1MG50,Home Care-Spot Purchased OP,442.66,
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,19-Feb-16,SGS MIS ENVIROMENTAL LTD,6822774,Capital,2FT14,Property Services,"1,320.00",
Environment & Regeneration,NS: Asset Man              ,Capital Expenditure,05-Feb-16,SGS MIS ENVIROMENTAL LTD,6811066,Capital,2FT14,Property Services,480.00,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,08-Feb-16,SGS MIS ENVIROMENTAL LTD,6815410,Revenue,1KL1B,City Pool,342.00,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,12-Feb-16,SGS MIS ENVIROMENTAL LTD,6815438,Revenue,1KL2D,Walker Activity Dome,360.00,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,26-Feb-16,SGS MIS ENVIROMENTAL LTD,6843243,Revenue,1KE27,Bereavement Services Overhead,504.00,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,26-Feb-16,SGS MIS ENVIROMENTAL LTD,6843248,Revenue,1DZ04,Churchwalk Walker,324.00,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,23-Feb-16,SGS MIS ENVIROMENTAL LTD,6838738,Revenue,1FRAW,Premises Contracts,"1,814.26",
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,18-Feb-16,SGS MIS ENVIROMENTAL LTD,6822777,Revenue,1DZ04,Churchwalk Walker,360.00,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,15-Feb-16,SGS MIS ENVIROMENTAL LTD,6815405,Revenue,1KL1B,City Pool,342.00,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,19-Feb-16,SGS MIS ENVIROMENTAL LTD,6822772,Revenue,1DZ04,Churchwalk Walker,360.00,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,05-Feb-16,SGS MIS ENVIROMENTAL LTD,6811063,Revenue,1KL17,Leisure Comm Building R&M,360.00,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,05-Feb-16,SGS MIS ENVIROMENTAL LTD,6815411,Revenue,1KL1B,City Pool,564.00,
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,05-Feb-16,SGS MIS ENVIROMENTAL LTD,6815413,Revenue,1KL1B,City Pool,342.00,
Environment & Regeneration,NS: D&CS Support Services  ,Revenue Expenditure,09-Feb-16,SGS MIS ENVIROMENTAL LTD,6825062,Revenue,1KBRM,Sub Contractors R & M,"6,162.00",
HRA,HRA Property Maint         ,Revenue Expenditure,08-Feb-16,SGS MIS ENVIROMENTAL LTD,6823617,Revenue,1HASP,Responsive Service&Plant Main,720.00,
HRA,HRA Property Maint         ,Revenue Expenditure,08-Feb-16,SGS MIS ENVIROMENTAL LTD,6823667,Revenue,1HASP,Responsive Service&Plant Main,384.00,
HRA,HRA Property Maint         ,Revenue Expenditure,08-Feb-16,SGS MIS ENVIROMENTAL LTD,6823668,Revenue,1HASP,Responsive Service&Plant Main,"1,584.00",
HRA,HRA Property Maint         ,Revenue Expenditure,08-Feb-16,SGS MIS ENVIROMENTAL LTD,6823693,Revenue,1HASP,Responsive Service&Plant Main,"2,040.00",
HRA,HRA Property Maint         ,Revenue Expenditure,08-Feb-16,SGS MIS ENVIROMENTAL LTD,6823711,Revenue,1HASP,Responsive Service&Plant Main,"2,160.00",
HRA,HRA Property Maint         ,Revenue Expenditure,08-Feb-16,SGS MIS ENVIROMENTAL LTD,6823712,Revenue,1HASP,Responsive Service&Plant Main,"3,720.00",
HRA,HRA Property Maint         ,Revenue Expenditure,08-Feb-16,SGS MIS ENVIROMENTAL LTD,6823724,Revenue,1HASP,Responsive Service&Plant Main,"1,824.00",
HRA,HRA Property Maint         ,Revenue Expenditure,08-Feb-16,SGS MIS ENVIROMENTAL LTD,6823725,Revenue,1HASP,Responsive Service&Plant Main,"7,632.00",
HRA,HRA Property Maint         ,Revenue Expenditure,04-Feb-16,SGS MIS ENVIROMENTAL LTD,6820902,Revenue,1HASP,Responsive Service&Plant Main,"5,100.00",
HRA,HRA Property Maint         ,Revenue Expenditure,04-Feb-16,SGS MIS ENVIROMENTAL LTD,6820903,Revenue,1HASP,Responsive Service&Plant Main,"9,528.00",
HRA,HRA Property Maint         ,Revenue Expenditure,04-Feb-16,SGS MIS ENVIROMENTAL LTD,6820922,Revenue,1HASP,Responsive Service&Plant Main,"5,388.00",
HRA,HRA Property Maint         ,Revenue Expenditure,04-Feb-16,SGS MIS ENVIROMENTAL LTD,6820923,Revenue,1HASP,Responsive Service&Plant Main,"10,680.00",
HRA,HRA Property Maint         ,Revenue Expenditure,04-Feb-16,SGS MIS ENVIROMENTAL LTD,6820963,Revenue,1HASP,Responsive Service&Plant Main,"8,676.00",
HRA,HRA Property Maint         ,Revenue Expenditure,04-Feb-16,SGS MIS ENVIROMENTAL LTD,6820964,Revenue,1HASP,Responsive Service&Plant Main,"6,552.00",
HRA,HRA Property Maint         ,Revenue Expenditure,04-Feb-16,SGS MIS ENVIROMENTAL LTD,6820969,Revenue,1HASP,Responsive Service&Plant Main,"4,416.00",
HRA,HRA Property Maint         ,Revenue Expenditure,04-Feb-16,SGS MIS ENVIROMENTAL LTD,6820970,Revenue,1HASP,Responsive Service&Plant Main,"1,992.00",
HRA,HRA Property Maint         ,Revenue Expenditure,05-Feb-16,SGS MIS ENVIROMENTAL LTD,6822203,Revenue,1HASP,Responsive Service&Plant Main,"5,088.00",
HRA,HRA Property Maint         ,Revenue Expenditure,05-Feb-16,SGS MIS ENVIROMENTAL LTD,6822204,Revenue,1HASP,Responsive Service&Plant Main,"4,356.00",
HRA,HRA Property Maint         ,Revenue Expenditure,05-Feb-16,SGS MIS ENVIROMENTAL LTD,6822252,Revenue,1HASP,Responsive Service&Plant Main,"1,176.00",
HRA,HRA Property Maint         ,Revenue Expenditure,05-Feb-16,SGS MIS ENVIROMENTAL LTD,6822253,Revenue,1HASP,Responsive Service&Plant Main,"5,340.00",
HRA,HRA Property Maint         ,Revenue Expenditure,05-Feb-16,SGS MIS ENVIROMENTAL LTD,6822256,Revenue,1HASP,Responsive Service&Plant Main,720.00,
HRA,HRA Property Maint         ,Revenue Expenditure,05-Feb-16,SGS MIS ENVIROMENTAL LTD,6822257,Revenue,1HASP,Responsive Service&Plant Main,"3,900.00",
HRA,HRA Property Maint         ,Revenue Expenditure,05-Feb-16,SGS MIS ENVIROMENTAL LTD,6822260,Revenue,1HASP,Responsive Service&Plant Main,"1,056.00",
Chief Executive's,CD - Communities                 ,Revenue Expenditure,02-Feb-16,SHARED SPACE ORGANISATION,6816479,Revenue,1FC40,Cee Central Team,"1,263.65",
Chief Executive's,CD - Communities                 ,Revenue Expenditure,16-Feb-16,SHARED SPACE ORGANISATION,6809709,Revenue,1FC40,Cee Central Team,"9,360.00",
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,29-Feb-16,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,6843241,Revenue,1MD68,Legal Fees Care,258.20,
Adult and Culture,Social Services                        ,Revenue Expenditure,29-Feb-16,SHIELDFIELD PHARMACY,6843571,Revenue,1ML09,PH - Drugs and alcohol,"1,207.36",
Adult and Culture,Social Services                        ,Revenue Expenditure,29-Feb-16,SHIELDFIELD PHARMACY,6843571,Revenue,1ML10,PH - Sexual health -C'ception,"1,207.36",
Adult and Culture,Social Services                        ,Revenue Expenditure,25-Feb-16,SHINE ONCARE LTD,6841913,Revenue,1MK50,Supported Living LD,"10,280.00",
Environment & Regeneration,CW Security Services             ,Revenue Expenditure,01-Feb-16,SIA,6816535,Revenue,1KKU6,Ouseburn Barrage Maintenance,330.00,
Environment & Regeneration,Highways                               ,Revenue Expenditure,01-Feb-16,SIAS LTD,6814663,Revenue,1KELA,Traffic Sig General O/H,"1,800.00",
Adult and Culture,Social Services                        ,Revenue Expenditure,19-Feb-16,SIDGWICKREED ASSOCIATES,6834519,Revenue,1MM94,Mental Capacity Act,420.00,
Environment & Regeneration,Highways                               ,Current Assets,19-Feb-16,SIEMENS  PLC,6834031,Revenue,4RX01,General Fund,355.92,
Environment & Regeneration,Highways                               ,Current Assets,19-Feb-16,SIEMENS  PLC,6834033,Revenue,4RX01,General Fund,813.84,
Environment & Regeneration,Highways                               ,Revenue Expenditure,23-Feb-16,SIEMENS  PLC,6834653,Revenue,1KELA,Traffic Sig General O/H,677.04,
Environment & Regeneration,Highways                               ,Revenue Expenditure,23-Feb-16,SIEMENS  PLC,6834658,Revenue,1KEMC,Highways,"1,718.80",
Environment & Regeneration,Highways                               ,Revenue Expenditure,19-Feb-16,SIEMENS  PLC,6834032,Revenue,1KEMC,Highways,"1,255.54",
Environment & Regeneration,Highways                               ,Revenue Expenditure,19-Feb-16,SIEMENS  PLC,6835098,Revenue,1KELA,Traffic Sig General O/H,600.00,
Children's Services,Schools Payment Agency                 ,Revenue Income,11-Feb-16,SIEMENS FINANCIAL SERVICES LTD,6827131,Revenue,4RX01,General Fund,360.51,
Children's Services,Schools Payment Agency                 ,Revenue Income,09-Feb-16,SIEMENS FINANCIAL SERVICES LTD,6818210,Revenue,4RX01,General Fund,431.08,
Children's Services,Schools Payment Agency                 ,Revenue Income,01-Feb-16,SIEMENS FINANCIAL SERVICES LTD,6804073,Revenue,4RX01,General Fund,"1,740.07",
Children's Services,Hotspur Primary School                 ,Revenue Income,19-Feb-16,SIEMENS FINANCIAL SERVICES LTD,6828181,Revenue,4RX01,General Fund,792.39,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Revenue Expenditure,10-Feb-16,SIEMENS FINANCIAL SERVICES LTD,6826514,Revenue,1KKT3,Civic Services,"3,984.70",
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Revenue Income,10-Feb-16,SIEMENS FINANCIAL SERVICES LTD,6826514,Revenue,4RX01,General Fund,"3,984.70",
Environment & Regeneration,Highways                               ,Revenue Expenditure,10-Feb-16,SIEMENS TRAFFIC CONTROLS,6824512,Revenue,1KELA,Traffic Sig General O/H,"2,128.80",
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,19-Feb-16,SIG FIXINGS,6822032,Revenue,1KVWC,Minor Works Contracts,"1,509.58",
Environment & Regeneration,Blacksmiths                            ,Revenue Expenditure,01-Feb-16,SIGNPOST SOLUTIONS,6789984,Revenue,1KEMV,Blacksmiths,"277,825.41",
Environment & Regeneration,Blacksmiths                            ,Revenue Income,01-Feb-16,SIGNPOST SOLUTIONS,6789984,Revenue,4RX01,General Fund,"8,962.11",
Environment & Regeneration,Highways                               ,Current Assets,08-Feb-16,SIGNPOST SOLUTIONS,6823215,Revenue,4RX01,General Fund,"17,721.60",
Environment & Regeneration,Highways                               ,Current Assets,08-Feb-16,SIGNPOST SOLUTIONS,6823216,Revenue,4RX01,General Fund,"4,276.80",
Environment & Regeneration,Highways                               ,Current Assets,26-Feb-16,SIGNPOST SOLUTIONS,6837391,Revenue,4RX01,General Fund,"6,216.41",
Environment & Regeneration,Highways                               ,Current Assets,26-Feb-16,SIGNPOST SOLUTIONS,6837393,Revenue,4RX01,General Fund,"1,760.16",
Environment & Regeneration,Highways                               ,Current Assets,10-Feb-16,SIGNPOST SOLUTIONS,6752890,Revenue,4RX01,General Fund,720.00,
Environment & Regeneration,E&R-Highway&Traffic Management   ,Capital Expenditure,19-Feb-16,SIMMONSIGNS LTD,6814653,Capital,2DP02,Devt Capital CC,"4,425.37",
Environment & Regeneration,Regen Enviro Team       ,Capital Expenditure,03-Feb-16,SIRIUS REMEDIATION LTD,6819743,Capital,2CAPI,Capital Investment,"394,769.40",
Chief Executive's,CD - Safe Newcastle Unit         ,Revenue Expenditure,29-Feb-16,SITA,6844539,Revenue,1VP25,Safe Newcastle Programme,"1,749.64",
Environment & Regeneration,Cityworks City Hall         ,Revenue Expenditure,09-Feb-16,SJM CONCERTS,6824734,Revenue,3KLCH,City Hall Holding Account,"20,813.04",
Environment & Regeneration,Cityworks City Hall         ,Revenue Expenditure,02-Feb-16,SJM CONCERTS,6818529,Revenue,3KLCH,City Hall Holding Account,"10,693.47",
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,15-Feb-16,SKILLS FOR PEOPLE,6829712,Revenue,1ML06,PH Sexual Health Advice etc,618.52,
Chief Executive's,CD - Customer Service Centres    ,Revenue Expenditure,15-Feb-16,SKYGUARD LTD,6800406,Revenue,1FA53,Reg of Births Deaths & Margs,"2,991.36",
Chief Executive's,CD - Communities                 ,Revenue Expenditure,02-Feb-16,SKYLIGHT NEWCASTLE LTD,6818182,Revenue,1FT85,Global Awarness In Action,573.00,
Chief Executive's,CD - Communities                 ,Revenue Expenditure,16-Feb-16,SKYLIGHT NEWCASTLE LTD,6830878,Revenue,1KN21,Elswick Ward,360.00,
Adult and Culture,Social Services                        ,Revenue Expenditure,15-Feb-16,SLATYFORD LANE FAMILY GROUP HOME,6829645,Revenue,1MC05,Slatyford Lane Childrens Unit,"3,000.00",
Adult and Culture,Social Services                        ,Revenue Expenditure,15-Feb-16,SLATYFORD LANE FAMILY GROUP HOME,6829658,Revenue,1MC05,Slatyford Lane Childrens Unit,"6,251.22",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,SLEYBOURNE,6837593,Revenue,1MH40,Direct Payments PD,565.00,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,15-Feb-16,SMALL HUTS ARTS GROUP,6829664,Revenue,1KN62,South Heaton Ward,"3,000.00",
Children's Services,Schools Payment Agency                 ,Revenue Income,11-Feb-16,SMART KIDS UK LTD,6827221,Revenue,4RX01,General Fund,"2,757.57",
Children's Services,Educ School Planning    ,Revenue Expenditure,17-Feb-16,SOCIAL FINANCE LTD,6828272,Revenue,1MR82,Commisioning And Procurement,"18,000.00",
Adult and Culture,Adult Serv Finance         ,Revenue Expenditure,26-Feb-16,SODEXO PRESTIGE,6843633,Revenue,1ML01,PH - Public Health Main,960.00,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,SOLOMON NEAL YAKOOB,6838101,Revenue,1MD66,CWD Care Packages,955.44,
Children's Services,Educ School Planning    ,Revenue Expenditure,17-Feb-16,SOUTH LONDON AND MAUDSLEY NHS,6800978,Revenue,1MD7A,MST - Child Abuse & Neglect,945.00,
Children's Services,YISP                       ,Revenue Expenditure,01-Feb-16,SOUTH LONDON AND MAUDSLEY NHS,6796518,Revenue,1MD7A,MST - Child Abuse & Neglect,450.00,
Children's Services,YISP                       ,Revenue Expenditure,01-Feb-16,SOUTH LONDON AND MAUDSLEY NHS,6796519,Revenue,1MD7A,MST - Child Abuse & Neglect,450.00,
Children's Services,YISP                       ,Revenue Expenditure,01-Feb-16,SOUTH LONDON AND MAUDSLEY NHS,6797141,Revenue,1MD7A,MST - Child Abuse & Neglect,450.00,
Children's Services,Int Childhood Services     ,Revenue Expenditure,05-Feb-16,SOUTH TYNESIDE COUNCIL,6821345,Revenue,1MB20,Workforce Reform,"6,156.00",
Adult and Culture,Social Services-Carefirst              ,Long Term Assets,23-Feb-16,SOUTHERN CROSS HEALTHCARE GROUP LTD,6838431,Revenue,4WX13,Ind Sector Client Loan Fund,"1,216.40",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,SOUTHERN CROSS HEALTHCARE GROUP LTD,6838431,Revenue,1MG10,Nursing Care OP,"1,216.40",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,SOUTHERN CROSS HEALTHCARE GROUP PLC,6838441,Revenue,1MG20,Residential Care OP,"7,497.52",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,23-Feb-16,SOUTHERN CROSS HEALTHCARE GROUP PLC,6838441,Revenue,1MG20,Residential Care OP,"3,748.76",
Chief Executive's,CD - Safe Newcastle Unit         ,Revenue Expenditure,01-Feb-16,SOUTHERN ELECTRIC CONTRACTING,6811609,Revenue,1VP33,CCTV Management Contingency,327.05,
