Newcastle City Council Invoices over £250 paid in January 2016,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Environment & Regeneration,Highways                               ,Revenue Expenditure,13/01/2016,TYNEDALE ROADSTONE,6791420,Revenue,1KEMC,Highways,800.10
Environment & Regeneration,Highways                               ,Revenue Expenditure,26/01/2016,TYNEDALE ROADSTONE,6805742,Revenue,1KEMC,Highways,"1,863.75"
Environment & Regeneration,Highways                               ,Revenue Expenditure,26/01/2016,TYNEDALE ROADSTONE,6805743,Revenue,1KEMC,Highways,484.98
Environment & Regeneration,Highways                               ,Revenue Expenditure,06/01/2016,TYNEDALE ROADSTONE,6782627,Revenue,1KEMC,Highways,664.34
Environment & Regeneration,Highways                               ,Revenue Expenditure,06/01/2016,TYNEDALE ROADSTONE,6782628,Revenue,1KEMC,Highways,"5,244.75"
Environment & Regeneration,Highways                               ,Revenue Expenditure,06/01/2016,TYNEDALE ROADSTONE,6782629,Revenue,1KEMC,Highways,807.45
Environment & Regeneration,Highways                               ,Revenue Expenditure,06/01/2016,TYNEDALE ROADSTONE,6788516,Revenue,1KEMC,Highways,"2,641.80"
Environment & Regeneration,Highways                               ,Revenue Expenditure,08/01/2016,TYNEDALE ROADSTONE,6788683,Revenue,1KEMC,Highways,"2,106.30"
Environment & Regeneration,Highways                               ,Revenue Expenditure,08/01/2016,TYNEDALE ROADSTONE,6788729,Revenue,1KEMC,Highways,"1,061.55"
Environment & Regeneration,Highways                               ,Revenue Expenditure,19/01/2016,TYNEDALE ROADSTONE,6727922,Revenue,1KEMC,Highways,532.48
Environment & Regeneration,Highways                               ,Revenue Expenditure,19/01/2016,TYNEDALE ROADSTONE,6745843,Revenue,1KEMC,Highways,474.20
Environment & Regeneration,Highways                               ,Revenue Expenditure,07/01/2016,TYNEDALE ROADSTONE,6747557,Revenue,1KEMC,Highways,"2,103.15"
Environment & Regeneration,Highways                               ,Revenue Expenditure,07/01/2016,TYNEDALE ROADSTONE,6777084,Revenue,1KEMC,Highways,728.06
Environment & Regeneration,Highways                               ,Revenue Expenditure,07/01/2016,TYNEDALE ROADSTONE,6782624,Revenue,1KEMC,Highways,913.32
Environment & Regeneration,Highways                               ,Revenue Expenditure,07/01/2016,TYNEDALE ROADSTONE,6788674,Revenue,1KEMC,Highways,864.15
Environment & Regeneration,Highways                               ,Revenue Expenditure,07/01/2016,TYNEDALE ROADSTONE,6790270,Revenue,1KEMC,Highways,464.10
Environment & Regeneration,Highways                               ,Revenue Expenditure,04/01/2016,TYNEDALE ROADSTONE,6780965,Revenue,1KEMC,Highways,"1,047.90"
Environment & Regeneration,Highways                               ,Revenue Expenditure,11/01/2016,TYNEDALE ROADSTONE,6788660,Revenue,1KEMC,Highways,487.34
Environment & Regeneration,Highways                               ,Revenue Expenditure,11/01/2016,TYNEDALE ROADSTONE,6788666,Revenue,1KEMC,Highways,"3,153.15"
Environment & Regeneration,Highways                               ,Revenue Expenditure,11/01/2016,TYNEDALE ROADSTONE,6788671,Revenue,1KEMC,Highways,"1,053.15"
Environment & Regeneration,Highways                               ,Revenue Expenditure,11/01/2016,TYNEDALE ROADSTONE,6788675,Revenue,1KEMC,Highways,484.98
Children's Services,Educ School Planning    ,Revenue Expenditure,11/01/2016,TYNEMOUTH NURSERY AT CHURCH HIGH,6784395,Revenue,1EEP5,2Yr Old Learning & Childcare,400.13
Children's Services,Schools Payment Agency                 ,Revenue Expenditure,21/01/2016,TYNESIDE BADMINTON CENTRE,6807192,Revenue,1E863,Local Delivery Agency,300.00
Adult and Culture,Adult Serv-Arts & Cul      ,Revenue Expenditure,15/01/2016,TYNESIDE CINEMA,6803399,Revenue,1DF28,Exhibition and Publicity,"1,216.00"
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,15/01/2016,TYNESIDE COACHWORKS,6799083,Revenue,1KESA,Heavy Workshop Routine Repair,433.00
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,13/01/2016,TYNESIDE FABRICATION LTD,6800936,Revenue,1KVWC,Minor Works Contracts,"1,884.50"
Environment & Regeneration,Cityworks City Hall        ,Revenue Expenditure,28/01/2016,TYNESIDE FOOD SERVICE,6814727,Revenue,1KL3A,City Hall,596.72
Chief Executive's,CD - Exchequer Payroll Prep      ,Revenue Expenditure,27/01/2016,UK & IRELAND SAP USER GROUP LTD,6801871,Revenue,1CF00,Payroll,630.00
Adult and Culture,Social Services                        ,Revenue Expenditure,29/01/2016,UK LIFT AND ESCALATOR COMPANY,6815524,Revenue,1MG70,Equipt & Adaptations OP,294.00
Chief Executive's,Exchequer Accounts Payable             ,Revenue Expenditure,28/01/2016,UNISON LOTTERY,6814627,Revenue,3RNE2,StCuthberts Acad Payroll Deds,2.85
Chief Executive's,Exchequer Accounts Payable             ,Revenue Expenditure,28/01/2016,UNISON LOTTERY,6814627,Revenue,3RNG2,St Marys Acad Payroll Deds,2.85
Chief Executive's,Exchequer Accounts Payable             ,Revenue Expenditure,28/01/2016,UNISON LOTTERY,6814627,Revenue,3RND2,SacredHeart Acad Payroll Deds,1.90
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,08/01/2016,UNITED FLEXO SUPPLIES LTD,6745863,Revenue,1KVWC,Minor Works Contracts,356.25
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,08/01/2016,UNITED FLEXO SUPPLIES LTD,6745864,Revenue,1KVWC,Minor Works Contracts,842.20
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,UNITED RESPONSE,6799798,Revenue,1MK20,Residential Care LD,"4,591.92"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,UNITED RESPONSE,6805462,Revenue,1MK51,Home Care LD,312.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,UNITED RESPONSE,6805498,Revenue,1MK50,Supported Living LD,"118,158.29"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,UNITED RESPONSE,6805539,Revenue,1MK51,Home Care LD,"7,075.03"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,UNITED RESPONSE,6805539,Revenue,1MK55,Home Care Family/Carer LD,"4,117.23"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12/01/2016,UNITED RESPONSE,6799798,Revenue,1MK20,Residential Care LD,-158.20
Adult and Culture,Adult Serv Finance         ,Revenue Expenditure,05/01/2016,UNITED RESPONSE,6795017,Revenue,1MK60,Ind Day Care LD,"1,320.50"
Adult and Culture,Adult Serv Finance         ,Revenue Expenditure,29/01/2016,UNITED RESPONSE,6815252,Revenue,1MK60,Ind Day Care LD,"1,320.50"
Chief Executive's,CD - Safe Newcastle Unit         ,Revenue Expenditure,12/01/2016,UNIVERSAL SYSTEMS AND SOLUTIONS,6790338,Revenue,1VP49,"CCTV - Corp, Maint & Invest",325.00
Chief Executive's,CD - Safe Newcastle Unit         ,Revenue Expenditure,12/01/2016,UNIVERSAL SYSTEMS AND SOLUTIONS,6790339,Revenue,1VP49,"CCTV - Corp, Maint & Invest",425.00
Chief Executive's,CD - Safe Newcastle Unit         ,Revenue Expenditure,12/01/2016,UNIVERSAL SYSTEMS AND SOLUTIONS,6790340,Revenue,1VP49,"CCTV - Corp, Maint & Invest",325.00
Children's Services,Int Childhood Services     ,Revenue Expenditure,15/01/2016,UNIVERSITY OF NORTHUMBRIA,6803663,Revenue,1MD72,Citywide Family Support,"10,000.00"
Children's Services,Int Childhood Services     ,Revenue Expenditure,15/01/2016,UNIVERSITY OF NORTHUMBRIA,6803664,Revenue,1MD72,Citywide Family Support,"5,000.00"
Children's Services,Int Childhood Services     ,Revenue Expenditure,22/01/2016,UNIVERSITY OF NORTHUMBRIA,6803427,Revenue,1MB20,Workforce Reform,610.00
Children's Services,Int Childhood Services     ,Revenue Expenditure,07/01/2016,UNIVERSITY OF NORTHUMBRIA,6790262,Revenue,1MB20,Workforce Reform,610.00
Children's Services,Int Childhood Services     ,Revenue Expenditure,07/01/2016,UNIVERSITY OF NORTHUMBRIA,6790264,Revenue,1MB20,Workforce Reform,488.00
Children's Services,Int Childhood Services     ,Revenue Expenditure,07/01/2016,UNIVERSITY OF NORTHUMBRIA,6790433,Revenue,1MB20,Workforce Reform,488.00
Children's Services,Int Childhood Services     ,Revenue Expenditure,07/01/2016,UNIVERSITY OF NORTHUMBRIA,6790434,Revenue,1MB20,Workforce Reform,457.50
Children's Services,Int Childhood Services     ,Revenue Expenditure,07/01/2016,UNIVERSITY OF NORTHUMBRIA,6795921,Revenue,1MB20,Workforce Reform,610.00
Children's Services,Int Childhood Services     ,Revenue Expenditure,07/01/2016,UNIVERSITY OF NORTHUMBRIA,6795922,Revenue,1MB20,Workforce Reform,488.00
Children's Services,Int Childhood Services     ,Revenue Expenditure,07/01/2016,UNIVERSITY OF NORTHUMBRIA,6795923,Revenue,1MB20,Workforce Reform,610.00
Children's Services,Int Childhood Services     ,Revenue Expenditure,07/01/2016,UNIVERSITY OF NORTHUMBRIA,6795924,Revenue,1MB20,Workforce Reform,610.00
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,07/01/2016,UPNORTH,6796951,Revenue,1KFK8,Walkergate Primary,830.19
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,07/01/2016,UPNORTH,6796953,Revenue,1KFS1,Walker Technology College,607.43
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,12/01/2016,UPNORTH ENGINEERING SERVICES  LTD,6799882,Revenue,1KFK8,Walkergate Primary,404.66
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,12/01/2016,UPNORTH ENGINEERING SERVICES  LTD,6799884,Revenue,1KFR5,St Marys RC School,626.26
Environment & Regeneration,CW Services to Schools           ,Revenue Expenditure,11/01/2016,UPNORTH ENGINEERING SERVICES  LTD,6798765,Revenue,1KFP6,Walbottle Campus,298.22
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,12/01/2016,URSULA CAWTHORNE,6800234,Revenue,1MD68,Legal Fees Care,724.25
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,05/01/2016,VENESTA,6790332,Revenue,1KVWC,Minor Works Contracts,694.73
Chief Executive's,CD - Communities                 ,Revenue Expenditure,21/01/2016,VERTICAL VEG,6807303,Revenue,1FT85,Global Awarness In Action,"1,850.00"
Environment & Regeneration,Regen Enviro Team          ,Revenue Expenditure,05/01/2016,VIPA UK LIMITED,6792548,Revenue,1D559,Street Enforcement,345.00
Environment & Regeneration,EEC Licensing              ,Revenue Expenditure,12/01/2016,VIP-SYSTEM LTD,6738117,Revenue,1D521,Hackney Carriage & Privte Hire,"2,794.25"
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,27/01/2016,VIRGIN MEDIA,6812982,Capital,2N401,Capital General,"4,170.00"
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,21/01/2016,VIRGIN MEDIA,6807319,Capital,2N401,Capital General,"2,135.22"
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,21/01/2016,VIRGIN MEDIA,6807848,Capital,2N401,Capital General,"1,592.33"
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,18/01/2016,VIRGIN MEDIA,6804192,Capital,2N401,Capital General,"1,769.68"
Chief Executive's,CD - ICT Services (Sch & Child)  ,Revenue Expenditure,26/01/2016,VIRGIN MEDIA BUSINESS,6811329,Revenue,1CC24,Telecoms,"5,781.09"
Chief Executive's,CD - ICT Services (Sch & Child)  ,Revenue Expenditure,25/01/2016,VIRGIN MEDIA BUSINESS,6809451,Revenue,1CC24,Telecoms,"5,485.19"
Chief Executive's,CD - ICT Services (Sch & Child)  ,Revenue Expenditure,25/01/2016,VIRGIN MEDIA BUSINESS,6809454,Revenue,1E761,SB ICT Broadband Connectivity,"39,347.18"
Chief Executive's,CD - ICT Services (Sch & Child)  ,Revenue Expenditure,25/01/2016,VIRGIN MEDIA BUSINESS,6809456,Revenue,1CC24,Telecoms,"6,795.19"
Chief Executive's,CD - ICT Services (Sch & Child)  ,Revenue Expenditure,25/01/2016,VIRGIN MEDIA BUSINESS,6809458,Revenue,1CC24,Telecoms,"49,245.04"
Chief Executive's,CD - ICT Services (Sch & Child)  ,Revenue Expenditure,25/01/2016,VIRGIN MEDIA BUSINESS,6809462,Revenue,1CC24,Telecoms,"7,539.12"
Chief Executive's,CD - ICT Services (Sch & Child)  ,Revenue Expenditure,18/01/2016,VIRGIN MEDIA BUSINESS,6803669,Revenue,1CC24,Telecoms,418.94
Chief Executive's,CD - ICT Services (Sch & Child)  ,Revenue Expenditure,18/01/2016,VIRGIN MEDIA BUSINESS,6803670,Revenue,1CC24,Telecoms,255.00
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,11/01/2016,VISHAY PM ONBOARD LTD,6799081,Revenue,1KESA,Heavy Workshop Routine Repair,"2,650.00"
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,15/01/2016,VISION TECHNIQUES (UK) LTD,6798759,Revenue,1KE41,Waste Collect Domestic Refuse,"3,200.00"
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,29/01/2016,VISION TECHNIQUES (UK) LTD,6815477,Revenue,1KE41,Waste Collect Domestic Refuse,"3,200.00"
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,29/01/2016,VISION TECHNIQUES (UK) LTD,6815478,Revenue,1KE41,Waste Collect Domestic Refuse,"3,200.00"
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,29/01/2016,VISION TECHNIQUES (UK) LTD,6815479,Revenue,1KE41,Waste Collect Domestic Refuse,"3,200.00"
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,29/01/2016,VISION TECHNIQUES (UK) LTD,6815481,Revenue,1KE41,Waste Collect Domestic Refuse,"3,200.00"
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,07/01/2016,VISION TECHNIQUES (UK) LTD,6789189,Revenue,1KE41,Waste Collect Domestic Refuse,"3,200.00"
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,07/01/2016,VISION TECHNIQUES (UK) LTD,6789190,Revenue,1KE41,Waste Collect Domestic Refuse,"3,200.00"
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,11/01/2016,VISION TECHNIQUES (UK) LTD,6797787,Revenue,1KE41,Waste Collect Domestic Refuse,"3,200.00"
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,11/01/2016,VISION TECHNIQUES (UK) LTD,6797788,Revenue,1KE41,Waste Collect Domestic Refuse,"3,200.00"
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,11/01/2016,VISION TECHNIQUES (UK) LTD,6797789,Revenue,1KE41,Waste Collect Domestic Refuse,"3,200.00"
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,11/01/2016,VISION TECHNIQUES (UK) LTD,6798584,Revenue,1KE41,Waste Collect Domestic Refuse,"3,200.00"
HRA,HRA General             ,Revenue Expenditure,08/01/2016,VITAL ENERGI UTILITIES LIMITED,6798089,Revenue,1HGA7,DH - Biomass,"34,367.39"
HRA,HRA General             ,Revenue Expenditure,19/01/2016,VITAL ENERGI UTILITIES LIMITED,6805883,Revenue,1HGA7,DH - Biomass,"35,614.48"
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,28/01/2016,VL TEST SYSTEMS LTD,6814527,Revenue,1KENB,Fleet Workshops OH,509.52
Adult and Culture,Library Admin              ,Revenue Expenditure,22/01/2016,VOCERA COMMUNICATION INC,6808564,Revenue,1EJ12,ICT,"3,325.00"
Chief Executive's,CD - ICT Services (Sch & Child)  ,Revenue Expenditure,15/01/2016,VODAFONE CORPORATE,6800420,Revenue,1CX50,Technical Refresh,"2,587.18"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,VOYAGE LTD,6805437,Revenue,1MK50,Supported Living LD,"4,347.32"
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,07/01/2016,W O SILMON LTD,6794160,Revenue,1KEND,Fleet Fuel Account,290.00
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,11/01/2016,W O SILMON LTD,6798604,Revenue,1KEND,Fleet Fuel Account,590.00
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,11/01/2016,W O SILMON LTD,6798606,Revenue,1KEND,Fleet Fuel Account,342.54
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,21/01/2016,WALBOTTLE VILLAGE INSTITUTE HALL,6807467,Revenue,1KN52,Newburn Ward,"1,000.00"
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,27/01/2016,WALKER CENTRAL FOOTBALL CLUB,6812829,Revenue,1KN63,Walker Ward,"1,000.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,WALKER LODGE,6799686,Revenue,1MG20,Residential Care OP,"38,123.30"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,WALKER LODGE,6799686,Revenue,1MH20,Residential Care PD,"1,887.04"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12/01/2016,WALKER LODGE,6799686,Revenue,1MG20,Residential Care OP,"-9,610.44"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12/01/2016,WALKER LODGE,6799686,Revenue,1MH20,Residential Care PD,-495.80
Chief Executive's,CD - Corporate Services NOR            ,Capital Expenditure,26/01/2016,WALKER MORRIS,6812635,Capital,2CAPI,Capital Investment,"24,482.48"
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,13/01/2016,WALKER ORGANICS,6801251,Revenue,1KEAT,Hortic Services Overhead,542.70
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,WALLACE HOUSE,6799692,Revenue,1MG20,Residential Care OP,"1,744.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,WALLACE MEWS,6799717,Revenue,1MK10,Nursing Care LD,"4,663.20"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,WALLACE MEWS,6799717,Revenue,1MK20,Residential Care LD,"3,600.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12/01/2016,WALLACE MEWS,6799717,Revenue,1MK10,Nursing Care LD,-319.40
Adult and Culture,Ad Serv-Welfare Rights-    ,Revenue Expenditure,27/01/2016,WARMZONE,6813290,Revenue,1VH26,Housing & Welfare Rights,"2,402.73"
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,15/01/2016,WARREN ACCESS LTD,6791330,Revenue,1KESY,Fleet Services Hire office,365.00
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,08/01/2016,WARREN ACCESS LTD,6793994,Revenue,1KESY,Fleet Services Hire office,365.00
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,08/01/2016,WARREN ACCESS LTD,6793995,Revenue,1KESY,Fleet Services Hire office,365.00
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,29/01/2016,WARREN ACCESS LTD,6799179,Revenue,1KESY,Fleet Services Hire office,365.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,27/01/2016,WASHINGTON GRANGE,6812932,Revenue,1MG20,Residential Care OP,"3,971.20"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,27/01/2016,WASHINGTON GRANGE,6812932,Revenue,1MG20,Residential Care OP,-991.60
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,27/01/2016,WASHINGTON LODGE CARE HOME,6812955,Revenue,1MG10,Nursing Care OP,"2,120.76"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,WAVERLEY LODGE,6805303,Revenue,1MG50,Home Care-Spot Purchased OP,"3,024.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,WAVERLEY LODGE,6805304,Revenue,1MG50,Home Care-Spot Purchased OP,"2,352.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,WAVERLEY LODGE,6805305,Revenue,1MK50,Supported Living LD,576.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,27/01/2016,WAVERLEY LODGE,6812924,Revenue,1MG10,Nursing Care OP,"67,289.95"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,27/01/2016,WAVERLEY LODGE,6812924,Revenue,1MG20,Residential Care OP,"7,323.04"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,27/01/2016,WAVERLEY LODGE,6812924,Revenue,1MH10,Nursing Care PD,448.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,27/01/2016,WAVERLEY LODGE,6812924,Revenue,1MK10,Nursing Care LD,"15,486.37"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,27/01/2016,WAVERLEY LODGE,6812924,Revenue,1MG43,Carers Support Payments OP,"-1,493.35"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,27/01/2016,WAVERLEY LODGE,6812924,Revenue,1MG10,Nursing Care OP,"-1,398.78"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,27/01/2016,WAVERLEY LODGE,6812924,Revenue,1MG20,Residential Care OP,"-2,160.68"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,27/01/2016,WAVERLEY LODGE,6812924,Revenue,1MK10,Nursing Care LD,-617.88
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,12/01/2016,WAY2COMMUNICATE TLD,6796109,Capital,2N401,Capital General,400.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,WAYMARKS,6805492,Revenue,1MK50,Supported Living LD,"56,391.04"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,19/01/2016,WAYMARKS,6805492,Revenue,1MK50,Supported Living LD,-451.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,WELLBURN HOUSE,6799669,Revenue,1MG20,Residential Care OP,"2,337.43"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12/01/2016,WELLBURN HOUSE,6799669,Revenue,1MG20,Residential Care OP,"1,006.34"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,27/01/2016,WENSLEY HOUSE,6812939,Revenue,1MG20,Residential Care OP,"1,890.28"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,27/01/2016,WENSLEY HOUSE,6812939,Revenue,1MG20,Residential Care OP,-868.20
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,WENTWORTH GRANGE,6799685,Revenue,1MH20,Residential Care PD,"2,600.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12/01/2016,WENTWORTH GRANGE,6799685,Revenue,1MH20,Residential Care PD,-495.80
Environment & Regeneration,Highways                               ,Current Assets,27/01/2016,WERNICK HIRE LTD,6811084,Revenue,4RX01,General Fund,708.58
Environment & Regeneration,Highways                               ,Current Assets,27/01/2016,WERNICK HIRE LTD,6811087,Revenue,4RX01,General Fund,760.28
Environment & Regeneration,Highways                               ,Current Assets,27/01/2016,WERNICK HIRE LTD,6811089,Revenue,4RX01,General Fund,664.28
Environment & Regeneration,Highways                               ,Current Assets,27/01/2016,WERNICK HIRE LTD,6811128,Revenue,4RX01,General Fund,748.45
Environment & Regeneration,Highways                               ,Current Assets,27/01/2016,WERNICK HIRE LTD,6811131,Revenue,4RX01,General Fund,708.58
Environment & Regeneration,Highways                               ,Current Assets,27/01/2016,WERNICK HIRE LTD,6811138,Revenue,4RX01,General Fund,535.72
Children's Services,Int Childhood Services     ,Revenue Expenditure,04/01/2016,WESCO,6758671,Revenue,1E463,Ryehill Community C C P,628.50
Children's Services,Int Childhood Services     ,Revenue Expenditure,12/01/2016,WEST DENTON PLAYGROUP,6799995,Revenue,1E20C,Sen Early Years Funding Panel,"1,254.00"
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,19/01/2016,WEST END WOMEN AND GIRLS CENTRE,6805044,Revenue,1ML07,PH -Obesity and phys activity,"2,769.48"
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,28/01/2016,WEST END WOMEN AND GIRLS CENTRE,6807321,Revenue,1KN23,Westgate Ward,"2,000.00"
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,26/01/2016,WESTERHOPE COMMUNITY ASSOCIATION,6811514,Revenue,1KN53,Westerhope Ward,"2,500.00"
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Revenue Expenditure,13/01/2016,WESTINGHOUSE(DRY CLEANERS),6801214,Revenue,1KF07,Banqueting Suite,355.48
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,WESTMINSTER HAWTHORNS,6799699,Revenue,1MH10,Nursing Care PD,"6,061.12"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12/01/2016,WESTMINSTER HAWTHORNS,6799699,Revenue,1MH10,Nursing Care PD,-335.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,27/01/2016,WESTOE GRANGE,6812937,Revenue,1MG20,Residential Care OP,"1,933.16"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,27/01/2016,WESTWOOD LODGE NURSING HOME,6812979,Revenue,1MG10,Nursing Care OP,616.56
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,WHEATFIELD COURT,6799660,Revenue,1MG10,Nursing Care OP,"62,977.98"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,WHEATFIELD COURT,6799660,Revenue,1MG20,Residential Care OP,"3,938.56"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,WHEATFIELD COURT,6799660,Revenue,1MH10,Nursing Care PD,"2,865.28"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,WHEATFIELD COURT,6799816,Revenue,1MG10,Nursing Care OP,"2,240.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12/01/2016,WHEATFIELD COURT,6799660,Revenue,1MG10,Nursing Care OP,"-4,854.96"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12/01/2016,WHEATFIELD COURT,6799660,Revenue,1MG20,Residential Care OP,"-1,120.40"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12/01/2016,WHEATFIELD COURT,6799660,Revenue,1MH10,Nursing Care PD,-443.00
Environment & Regeneration,E & R School Meals                     ,Revenue Expenditure,05/01/2016,WHITAKERS CHOCOLATES LTD,6785480,Revenue,1KF07,Banqueting Suite,348.00
Children's Services,Educ School Planning    ,Revenue Expenditure,27/01/2016,WHITEHORSE LODGE LTD,6812999,Revenue,1MC02,Ind Sector Placements,"12,000.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,WHORLTON GRANGE,6799666,Revenue,1MG20,Residential Care OP,"52,032.49"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12/01/2016,WHORLTON GRANGE,6799666,Revenue,1MG20,Residential Care OP,"-17,155.23"
Chief Executive's,Exchequer Accounts Payable             ,Revenue Expenditure,21/01/2016,WIDER PLAN LTD,6807924,Revenue,1CF00,Payroll,436.22
Chief Executive's,Exchequer Accounts Payable             ,Revenue Expenditure,21/01/2016,WIDER PLAN LTD,6807928,Revenue,1CF00,Payroll,86.92
Chief Executive's,Exchequer Accounts Payable             ,Revenue Expenditure,21/01/2016,WIDER PLAN LTD,6807934,Revenue,1CF00,Payroll,58.01
Chief Executive's,Exchequer Accounts Payable             ,Revenue Expenditure,21/01/2016,WIDER PLAN LTD,6807937,Revenue,1CF00,Payroll,22.62
Chief Executive's,Exchequer Accounts Payable             ,Revenue Expenditure,21/01/2016,WIDER PLAN LTD,6807940,Revenue,1CF00,Payroll,28.50
